timestamp,open,high,low,close,volume
2024-09-12 20:00:00+00:00,135.85,136.42,135.23,135.51,84190.224
2024-09-12 22:00:00+00:00,135.5,136.72,135.47,136.05,87748.589
2024-09-13 00:00:00+00:00,136.06,136.21,134.36,134.84,139913.218
2024-09-13 02:00:00+00:00,134.84,135.0,134.35,134.44,65273.646
2024-09-13 04:00:00+00:00,134.45,134.85,134.14,134.68,53335.454
2024-09-13 06:00:00+00:00,134.68,134.7,133.73,134.58,148845.14
2024-09-13 08:00:00+00:00,134.59,134.67,133.6,133.61,104764.404
2024-09-13 10:00:00+00:00,133.61,134.35,132.5,132.58,236925.617
2024-09-13 12:00:00+00:00,132.59,132.83,131.7,132.67,264419.712
2024-09-13 14:00:00+00:00,132.68,136.69,132.01,136.59,564868.737
2024-09-13 16:00:00+00:00,136.58,137.6,135.96,136.69,422319.993
2024-09-13 18:00:00+00:00,136.69,138.21,136.54,138.04,271214.998
2024-09-13 20:00:00+00:00,138.05,139.67,137.92,138.81,235325.486
2024-09-13 22:00:00+00:00,138.81,139.8,138.38,139.02,207325.62
2024-09-14 00:00:00+00:00,139.02,139.56,138.49,139.19,150802.33299999998
2024-09-14 02:00:00+00:00,139.19,139.8,138.91,139.43,99743.849
2024-09-14 04:00:00+00:00,139.43,139.55,137.86,137.98,119848.757
2024-09-14 06:00:00+00:00,137.98,138.3,137.39,137.51,189896.259
2024-09-14 08:00:00+00:00,137.51,137.57,136.64,137.51,112088.986
2024-09-14 10:00:00+00:00,137.51,137.51,136.51,136.79,129206.45999999999
2024-09-14 12:00:00+00:00,136.8,137.34,136.57,137.12,102847.7
2024-09-14 14:00:00+00:00,137.13,138.16,136.86,137.39,115985.48000000001
2024-09-14 16:00:00+00:00,137.39,137.87,136.85,136.93,74018.718
2024-09-14 18:00:00+00:00,136.93,137.1,135.6,136.58,179188.15099999998
2024-09-14 20:00:00+00:00,136.58,137.3,136.58,136.99,80291.466
2024-09-14 22:00:00+00:00,136.99,137.35,136.8,137.14,42915.138999999996
2024-09-15 00:00:00+00:00,137.15,137.89,137.06,137.86,68226.299
2024-09-15 02:00:00+00:00,137.87,137.95,137.38,137.45,66196.489
2024-09-15 04:00:00+00:00,137.45,137.58,136.82,137.09,75121.967
2024-09-15 06:00:00+00:00,137.09,137.47,136.92,137.16,56086.977
2024-09-15 08:00:00+00:00,137.16,137.19,136.36,136.47,57633.793
2024-09-15 10:00:00+00:00,136.46,136.56,135.12,135.61,173039.225
2024-09-15 12:00:00+00:00,135.6,136.4,135.11,135.76,184204.21
2024-09-15 14:00:00+00:00,135.75,135.99,134.63,135.76,155077.935
2024-09-15 16:00:00+00:00,135.77,135.82,132.93,133.37,384636.167
2024-09-15 18:00:00+00:00,133.37,134.4,133.25,133.46,180818.524
2024-09-15 20:00:00+00:00,133.45,133.5,131.74,132.12,192334.66999999998
2024-09-15 22:00:00+00:00,132.13,132.31,130.43,131.37,257080.484
2024-09-16 00:00:00+00:00,131.38,131.85,129.73,130.17,262497.696
2024-09-16 02:00:00+00:00,130.17,130.7,129.25,130.62,188857.095
2024-09-16 04:00:00+00:00,130.63,131.36,130.55,131.29,128078.623
2024-09-16 06:00:00+00:00,131.29,131.42,130.4,131.25,104822.514
2024-09-16 08:00:00+00:00,131.26,132.4,130.82,130.9,146163.896
2024-09-16 10:00:00+00:00,130.89,132.29,130.69,131.89,128212.274
2024-09-16 12:00:00+00:00,131.88,132.32,131.12,132.25,170397.276
2024-09-16 14:00:00+00:00,132.24,132.38,129.96,131.46,298567.399
2024-09-16 16:00:00+00:00,131.47,131.79,128.91,131.46,322286.341
2024-09-16 18:00:00+00:00,131.45,131.59,130.0,131.13,164616.90000000002
2024-09-16 20:00:00+00:00,131.13,131.59,129.95,131.48,134334.127
2024-09-16 22:00:00+00:00,131.48,131.92,130.44,131.47,87554.16399999999
