timestamp,open,high,low,close,volume
2024-09-12 22:00:00+00:00,2349.16,2373.64,2348.96,2361.76,10515.839
2024-09-13 00:00:00+00:00,2361.75,2364.56,2350.27,2358.79,6639.517400000001
2024-09-13 02:00:00+00:00,2358.79,2360.79,2353.51,2356.04,6974.2049
2024-09-13 04:00:00+00:00,2356.04,2359.2,2345.13,2348.86,9042.454099999999
2024-09-13 06:00:00+00:00,2348.86,2349.71,2337.35,2348.88,8862.8202
2024-09-13 08:00:00+00:00,2348.87,2358.0,2341.66,2352.2,8820.958200000001
2024-09-13 10:00:00+00:00,2352.21,2376.22,2350.8,2354.35,18375.9459
2024-09-13 12:00:00+00:00,2354.39,2360.69,2342.41,2355.59,23436.6809
2024-09-13 14:00:00+00:00,2355.59,2412.61,2345.05,2407.79,60714.83809999999
2024-09-13 16:00:00+00:00,2407.79,2427.78,2396.06,2410.51,40961.303499999995
2024-09-13 18:00:00+00:00,2410.51,2428.38,2406.6,2421.07,23345.156199999998
2024-09-13 20:00:00+00:00,2421.06,2464.82,2413.14,2446.74,32387.7074
2024-09-13 22:00:00+00:00,2446.75,2458.14,2438.37,2439.19,14327.0292
2024-09-14 00:00:00+00:00,2439.19,2440.6,2422.28,2423.58,16404.6373
2024-09-14 02:00:00+00:00,2423.59,2434.72,2423.58,2432.94,7215.9637
2024-09-14 04:00:00+00:00,2432.94,2433.6,2414.8,2414.81,8991.2676
2024-09-14 06:00:00+00:00,2414.81,2423.0,2413.8,2420.23,7335.5328
2024-09-14 08:00:00+00:00,2420.23,2421.76,2412.0,2420.2,8233.1734
2024-09-14 10:00:00+00:00,2420.2,2420.2,2407.98,2417.07,11440.229299999999
2024-09-14 12:00:00+00:00,2417.08,2424.11,2412.17,2416.81,12411.2445
2024-09-14 14:00:00+00:00,2416.8,2423.58,2414.75,2418.54,6707.8922999999995
2024-09-14 16:00:00+00:00,2418.55,2421.15,2411.69,2414.34,6349.159
2024-09-14 18:00:00+00:00,2414.34,2414.34,2376.72,2408.71,25452.1782
2024-09-14 20:00:00+00:00,2408.71,2422.99,2407.16,2416.57,8053.9738
2024-09-14 22:00:00+00:00,2416.57,2419.4,2411.48,2417.79,4335.9783
2024-09-15 00:00:00+00:00,2417.8,2430.32,2416.53,2425.45,7741.1923
2024-09-15 02:00:00+00:00,2425.44,2427.89,2419.6,2420.09,6857.41
2024-09-15 04:00:00+00:00,2420.09,2421.82,2414.1,2418.66,4556.1452
2024-09-15 06:00:00+00:00,2418.67,2424.49,2418.66,2422.9,4492.5247
2024-09-15 08:00:00+00:00,2422.89,2423.18,2411.04,2412.78,5224.0599
2024-09-15 10:00:00+00:00,2412.78,2414.09,2401.75,2406.86,9547.6085
2024-09-15 12:00:00+00:00,2406.86,2418.72,2405.2,2410.4,9339.5269
2024-09-15 14:00:00+00:00,2410.39,2415.4,2396.28,2408.71,11043.178
2024-09-15 16:00:00+00:00,2408.72,2409.12,2376.0,2383.36,18005.8597
2024-09-15 18:00:00+00:00,2383.35,2388.33,2362.71,2372.35,23665.2119
2024-09-15 20:00:00+00:00,2372.34,2372.34,2336.39,2353.08,24596.0078
2024-09-15 22:00:00+00:00,2353.08,2353.36,2283.75,2316.1,49295.4697
2024-09-16 00:00:00+00:00,2316.09,2322.6,2260.25,2277.58,47398.3511
